,Partition_1,Partition_2,Partition_3,Partition_4,Partition_5,Partition_6,Partition_7,Partition_8,Partition_Average
Amino Acid Percent K,0.0005989584798498451,0.0005943260898689928,0.00038529592131730404,0.0003001816315466984,0.0008309537881874056,0.0005127568240447254,0.0003212009073872481,0.00021646500760359825,0.00047001733122572717
Amino Acid Percent L,0.0004087969976232134,0.0010631969197898222,0.0005372273849621208,0.0007319055362567363,0.0005465425317249946,0.00045967403779378495,0.0005150899282797092,0.0002933187692161041,0.0005694690132058107
Amino Acid Percent M,0.0018516997306248192,0.0007462479405053074,0.001235454425487921,0.00045071299971225734,0.0007647378375760857,0.0007372908736043574,0.00044167458607131016,0.0006430339100877382,0.0008588565379587244
Amino Acid Percent N,0.0009025498441969156,0.00045536472571861984,0.0007552244442560785,0.0003687721860138301,0.0005760166809447654,0.0004608073330717681,0.00030692260255798636,0.0012901451561846107,0.0006394753716180718
Amino Acid Percent P,0.000586994630387401,0.0010852969805432758,0.0006980300410557659,0.0006780486002438968,0.0005778187967661435,0.0003527099303425925,0.0003529291627425487,0.00017889297557820684,0.0005638401397074789
Amino Acid Percent Q,0.0019239844254529718,0.0017649585724341488,0.0014756057054907637,0.002271101190405354,0.002000895233843265,0.0009653363249435172,0.0006782092687767477,0.0002647159326996799,0.0014181008317558062
Amino Acid Percent R,0.00040032492334877415,0.0005511127796789226,0.0005866874890673584,0.0006153039758913384,0.00054025171253623,0.00045822084249038595,0.0004506637100443684,0.00020890450558164804,0.00047643374232987824
Amino Acid Percent S,0.0014272644960876479,0.0017175670915894068,0.003379126920913936,0.0009103233414830274,0.0011799669672445878,0.0007892574939401127,0.0013439039195797511,0.00026288622256304063,0.0013762870566751888
Amino Acid Percent T,0.0005242571953377977,0.0004260508149332412,0.0005906123917664218,0.0006171184364036948,0.00046926559983461456,0.00046966545377280923,0.00046809978637065715,0.0002587881624095371,0.0004779822301035967
Amino Acid Percent V,0.001015704920359004,0.000600126075760993,0.0016956096148799215,0.001394749909603301,0.0005423897523237701,0.0006443364965479767,0.0013017487363475788,0.0013688389634191169,0.0010704380586552078
Amino Acid Percent W,0.0007193166783403126,0.002864994695336838,0.0007240919389973187,0.0004856853782017624,0.0006739372650250112,0.0003342356230363447,0.00035284366665652885,0.00013974829453641412,0.0007868566925163162
Amino Acid Percent Y,0.0011010629400224927,0.0007978234098655401,0.0009304799884600728,0.0005482127076975807,0.0008428011393786916,0.0009076968376642063,0.0005318010702787533,0.001223768059754857,0.0008604557691402745
Molar Extinction Coefficient 1,0.000695898296200273,0.0012655290078436435,0.00040156417774244173,0.0006508751315937614,0.0003750229418076296,0.0011163355417272442,0.0008498169177185875,0.00189461298184314,0.0009062068745595901
Molar Extinction Coefficient 2,0.0006589827967755857,0.0013130018676169991,0.000559709734347257,0.0007034272623136902,0.0008641757683593437,0.0009092428761252999,0.0009479915792145074,0.0014525520666744543,0.0009261354939283922
Secondary Structure helix,0.0007226858625018826,0.0009391928129975093,0.0005940963551154903,0.0005713261457863312,0.0007803851438855755,0.0006109235833094712,0.0003886262031214882,0.0004280493426541703,0.0006294106811714898
Secondary Structure turn,0.0018800720967337389,0.002090068165863859,0.0015308351823778198,0.0007219943549178308,0.00046317227287672185,0.0011196953283215526,0.00042603343499436895,0.0005634440336786827,0.0010994143587205719
Secondary Structure sheet,0.005965519645552698,0.006324707765470534,0.005003001239851633,0.005158628685782346,0.004329690185270792,0.004505640805098672,0.001166547048418727,0.00106071285578311,0.004189306028903564
aliphatic_aliphatic,0.0020582091699343904,0.0019420367557618633,0.0023092178538147642,0.0009109168366665368,0.0029621101521447616,0.0011804090104669603,0.001091664090587272,0.0005595932682649084,0.0016267696422051822
aliphatic_positive,0.0006557190288552818,0.0007174835600577582,0.0006160293876472877,0.000499828808529576,0.00038750678785828504,0.0003193188074434685,0.0004961476934753262,0.00038018729588032185,0.0005090276712184132
aliphatic_negative,0.0008193789462423147,0.0007277409605432971,0.0007886784189651158,0.0008034889989968833,0.000597506350271191,0.0006023173922934719,0.0006092746590158385,0.0005709231938924797,0.0006899136150275739
aliphatic_uncharged,0.00031803388811770764,0.0008659185070534174,0.00045505059396054685,0.00033222395123975063,0.0001969711046268982,0.000868289940403299,0.0003761145482815107,0.0003621404488623785,0.00047184287281818864
aliphatic_aromatic,0.002989567612591351,0.0019203239435350375,0.0008185791812733577,0.001980033094788375,0.00183113303642508,0.0008886639469858102,0.0007966710583707504,0.000616487373356259,0.0014801824059157526
positive_aliphatic,0.0008655265578946426,0.0007560585348555163,0.0005443961166717031,0.0004808575196293511,0.0008236763499510139,0.00044967094594982286,0.00040676003021374203,0.00021693074468465145,0.0005679845999813054
positive_positive,0.0009023055533658142,0.0004796038166963845,0.0007767795712369698,0.0005613094798644382,0.0006260498753619671,0.0006191676874822308,0.0005598554043069853,0.00033956457419505114,0.0006080794953137302
positive_negative,0.0005490418664992712,0.0005485887727500433,0.0003633993136627606,0.0006959420361632042,0.0006173565786969501,0.0008131071904350373,0.0003805901729220235,0.0002238634205335886,0.0005239861689578598
positive_uncharged,0.0009505976956559622,0.0007328467269863069,0.0007513683146025589,0.0007968929338282849,0.001052206861685086,0.0009444088425532986,0.001448401841060035,0.00020190026399243837,0.0008598279350454964
positive_aromatic,0.0010655525756198471,0.0006861054580081605,0.0005884065966741853,0.0005793182585135011,0.0005596062888848601,0.0005240233474736216,0.0003994843498210229,0.0002390036485519515,0.0005801875654433937
negative_aliphatic,0.0011664917482643504,0.0005569723051437405,0.0007814102812279991,0.000808941803330256,0.0008557315219477037,0.0006996596215216553,0.00042610656415062524,0.0004408872133199639,0.0007170251323632868
negative_positive,0.000704643871707531,0.00042528953479681954,0.00038774565855071016,0.00048137131355073233,0.0006083448516953454,0.0005059406547879012,0.00031546452574685865,0.00031933095500749566,0.0004685164207304242
negative_negative,0.0007722539475544514,0.0002917284577481495,0.0005198086075967792,0.0004306840311401577,0.0006999368812872895,0.00046664111852065906,0.00037604664515770693,0.00036903747832702394,0.0004907671459165272
negative_uncharged,0.0008550215615536155,0.0009091254577337823,0.0006798031310498089,0.0005491926170060968,0.0006459616278846929,0.0004924541601252709,0.0002390450374811174,0.00016107369678892186,0.0005664596612029133
negative_aromatic,0.0011769576170803581,0.0025132113695322924,0.0006938983602957488,0.0009115243680523616,0.0011665574801596127,0.001286121296222828,0.0009409038696303685,0.0012558787640909515,0.0012431316406330654
uncharged_aliphatic,0.0006285711665716334,0.000818161760430272,0.0006060207709779106,0.0005846090023991684,0.0006564062837802854,0.00037980911267026455,0.00040750825967511583,0.00020866148402861088,0.0005362184800666576
uncharged_positive,0.0021539702327515297,0.0008429005301414216,0.000753963025786893,0.0010513566813648183,0.0009300290465804176,0.0013985270491297442,0.0007983506957402022,0.0003441597495932802,0.0010341571263860383
uncharged_negative,0.001312992285748873,0.0006344550472726874,0.00079865255124965,0.0004988151404827639,0.0003569836307286257,0.00038823540938304457,0.0005791242975556939,0.00020382375918460014,0.0005966352652007423
uncharged_uncharged,0.0028807066212528164,0.0014196661204408838,0.0015822017148090619,0.0009214037364498096,0.0013680603870587257,0.0008368467735972034,0.0004057963208605828,0.00031773027659523327,0.0012165514938830397
uncharged_aromatic,0.0006529559747713014,0.0007427735303436829,0.0007719167114052982,0.0004572097188187353,0.0006940476865835249,0.0005464822997243322,0.0005678606222801426,0.0002516129903199715,0.0005856074417808736
aromatic_aliphatic,0.0027142308798859304,0.0037227406880135693,0.0024610597585435334,0.002053104438723874,0.001574283523182267,0.0023385848212855867,0.0010589835045481846,0.0010094983260139415,0.0021165607425246108
aromatic_positive,0.0008167222429439842,0.0006745458688830176,0.0005086896867831615,0.0005212632058221367,0.0005252664627677906,0.00044757265930765305,0.0004640738973360256,0.0003236763260361148,0.0005352262937349855
aromatic_negative,0.0022118325304720664,0.0007891503508876755,0.0009350425558263927,0.0014638438717653563,0.001744421417414778,0.001085605088152984,0.0023648750894669315,0.0004536602555537989,0.0013810538949424976
aromatic_uncharged,0.0005050562160554692,0.000771336996106623,0.00048554796660327395,0.00038879838648343525,0.00044007664598213195,0.000728276339190721,0.0004029607812673428,0.00021890297372545816,0.000492619538176807
aromatic_aromatic,0.0013582176159257226,0.001876866916347624,0.0007316208866545374,0.0005320997223959678,0.0007346181617504806,0.0008014982521419498,0.0003430598674421552,0.00046499950631985313,0.0008553726161222863
Glycosylation,0.0009443699869727049,0.0007475291619866187,0.0016869827804887974,0.00399244958590373,0.0018434824159986078,0.002111942397806636,0.0018480609776536832,0.005962676342236015,0.002392186706130849
Cross-link,0.0001726041625150921,0.00012176102490356793,0.00010344005806498928,0.0001673027320539989,0.0001200620934055496,0.00014553822353497012,5.033882423290926e-05,5.52815908438786e-05,0.00011704108869436947
Modified residue,0.002066097076846469,0.0005293971434693629,0.00352647591271533,0.002283107317679837,0.0024364426099510246,0.011558958275702035,0.022157998141943122,0.027816136329495745,0.009046826600975366
Signal,8.151087379809456e-05,3.250588087018251e-05,0.00022860348167857308,0.0004740489271426215,0.00023119380515691985,4.0023249241448904e-05,0.00017615311610640148,0.00011995499283495292,0.00017299929085364934
Disulfide bond,0.0005240234050453817,0.00048298613194530735,0.0035176738792933792,0.00381878600124616,0.003948583385701212,0.0016498168899111091,0.0031438843852400226,0.003867014917798949,0.0026190961245226903
O-linked,7.922557956315123e-05,8.260363139749074e-05,0.00013674351036079048,1.758716768819159e-05,0.00012932659942348538,0.0002910726280860857,0.00013838553538819004,3.445924489191592e-05,0.00011367548709991264
N-linked,0.0006505402438915195,0.0003563437038700779,0.0009771156159505093,0.001199439242846795,0.0007123851961815902,0.000846267711693561,0.0021862765748277405,0.0035238141298103453,0.0013065228023840174
C-linked,0.0,0.0,0.0,0.0,1.5198421791023747e-05,8.316373290966993e-06,0.0,0.0,2.9393493852488425e-06
N-beta-linked,0.0,1.3671296903553208e-05,0.0,1.7248786824562422e-05,0.0,0.0,0.0,0.0,3.865010466014454e-06
S-linked,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O-alpha-linked,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binary_count,0.0004800198991154098,0.0005547193005207941,0.0003680835581512616,0.0004994418483368349,0.0004902699916403239,0.0018737818484634628,0.009855351342793082,0.010680547973531782,0.003100276970319119
binary_experimental_count,0.0006308994429992513,0.0004818368002627631,0.0006519700847538644,0.0005949993097503335,0.0005463339897784298,0.0037313406963329875,0.01392993818793712,0.02234364873289206,0.0053638709055883515
xeno_count,0.0004832465399824544,0.00022058983373164905,0.0007674381749518456,0.0008050080303282944,0.0003868551474511269,0.0013854172545606405,0.0005460934966660856,0.0008172920233394877,0.0006764925626264481
xeno_experimental_count,0.0004027159890336743,0.00028813782391333274,0.0010425653845557113,0.0006257370757810064,0.0010490942269540699,0.0015910239683016123,0.001404823325218956,0.0007776684804105138,0.0008977207842711096
degree_binary,0.0005478359488859489,0.0002996265230259631,0.00025105850677845104,0.0005562074993451581,0.0006295561884415098,0.0041927213444104775,0.01367869174484367,0.011270426643079355,0.003928265549851317
degree_xeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
degree_all,0.00031286664620007747,0.00024650546476366326,0.0003752733832253467,0.0003498336087888752,0.00039432193656712756,0.0036426141507384584,0.013702513794145237,0.017676636428655502,0.004587570676635536
avg_degree_nbr_binary,0.0005426397834699133,0.0003506455627994599,0.0005733864966631953,0.0003658919787945585,0.0006015094369155349,0.0030024052646178707,0.01279493413813254,0.016104505130742377,0.004291989724016931
avg_degree_nbr_xeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avg_degree_nbr_all,0.00044983309320306453,0.0003666533594018724,0.000348324906832332,0.0007363394853913585,0.0003882099732515906,0.002688560034800117,0.014918844600938284,0.024262215657357002,0.005519872638896953
strongly_connected_component_sizes_all,0.00013577739854519284,0.00011275786534152106,0.00023453516122138028,0.00016246881349144302,0.00016317042186478212,0.002615712176932369,0.01465656000946417,0.019647797412564144,0.004716097407428125
late endosome,3.5428086589109465e-05,9.130864988904735e-05,3.179571992733419e-05,2.0453474350752036e-05,1.6775329100266852e-05,2.8615591841478532e-05,0.0,8.992628229179693e-06,2.9171184990896014e-05
cytolitic granule,0.0,8.624289603639696e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.078036200454962e-06
photoreceptor,8.571990669177371e-06,7.11106767597374e-05,0.0,0.0,0.0,8.350296288449958e-06,8.619240414244265e-06,0.0,1.2081525516451126e-05
peroxisome,4.9026761803063565e-05,0.0,2.859143336987266e-05,8.20137882944768e-06,1.2633460535219813e-05,1.9015338363330498e-05,0.0,0.0,1.4683546612616776e-05
smooth endoplasmic reticulum membrane,2.6115979363722305e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.264497420465288e-06
secreted,1.563168252770352e-05,3.3687709412512395e-05,0.0004317866800757741,9.110659471123076e-05,0.0001330287524769009,4.9981005802674274e-05,0.00011382140936074995,1.6792116790624685e-05,0.00011072949389477132
inflammasome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lipid droplet,6.832336657062539e-06,0.0,3.5875757888690375e-05,8.82102716013157e-06,2.5890068131569025e-05,1.7706888591368065e-05,0.0,2.5240995313203735e-05,1.5045884217753164e-05
presynapse,3.733611850444241e-05,0.0,0.0,4.5198970273178026e-06,8.431289203817272e-06,1.767187531206117e-05,8.963564345949968e-06,8.861093476848863e-06,1.0722979733804684e-05
membrane,2.10969079552781e-05,8.573251612883758e-05,1.655699794997901e-05,4.0308699102279045e-05,4.437515092030912e-05,5.7805930054804255e-05,6.691470368156334e-05,0.00013190668098476263,5.808719834722664e-05
cell membrane,0.00021244109442770758,0.0006305220210700097,0.00041651084581398876,0.0007382576741787506,0.0009735970892096059,0.0005109445696640454,0.000427720358168304,0.002414094275681266,0.0007905109910267098
vesicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
target cell membrane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synapse,9.743390736172104e-06,5.712613917341744e-05,2.1002279474484817e-05,4.9898953958534415e-05,0.0,1.7560741300105313e-05,1.743847806601445e-05,1.7088594936916893e-05,2.373232220570568e-05
parasitophorous vacuole,8.63035503125628e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.078794378907035e-06
postsynapse,0.00011751525335983017,7.779823650694839e-05,1.72160910316924e-05,2.952544689876642e-05,3.516360987852965e-05,3.34791894547586e-05,3.9069546575133814e-05,1.7344348657879862e-05,4.5888965295442414e-05
cornified envelope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cytoplasm,0.00015430129326561687,0.00034160067586074287,0.0,8.774387153202709e-05,6.468549608362993e-05,0.00026673833997351,0.001482313761615786,0.0009371131519335088,0.0004168120737831027
preautophagosomal structure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vacuole membrane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
endosome,8.19880398847505e-06,8.237366603519616e-05,5.036430230771078e-05,6.451366317781267e-05,2.4587506352052684e-05,2.7084892841564523e-05,0.0,8.959976444956641e-06,3.326035139347107e-05
nucleus,0.0006396210285201432,0.003782963061181087,3.820125404481034e-05,0.00040882799753750004,0.002260834397245108,4.969909882329481e-05,2.1450903761602346e-05,0.00013607857924166468,0.0009172095400444012
lysosome,0.00018376618469307103,0.00012307612096755882,1.7849831985440317e-05,3.0262027135355804e-05,8.341839505370232e-05,1.918303569999542e-05,5.009084908189966e-05,7.096165493533706e-05,7.232601244404506e-05
cleavage furrow,8.90046706173636e-06,0.0,3.412265278351352e-05,2.366040975983685e-05,1.5116620258907342e-05,2.96669064184352e-05,0.0,0.0,1.3933382035303658e-05
cell junction,4.8193384450103e-05,0.00011606905317872274,3.411137646551692e-05,1.7900720509172885e-05,1.3440668300010033e-05,2.3575728962386294e-05,0.0,0.0,3.1661366483238986e-05
golgi outpost,0.0,0.0,0.0,0.0,0.0,9.059690687199096e-06,0.0,8.776544114297493e-06,2.2295293501870735e-06
lateral cell membrane,0.0,2.1097330695244356e-05,0.0,0.0,8.549015925551983e-06,0.0,0.0,0.0,3.7057933275995424e-06
extracellular vessicle,0.0,0.0,8.846255839941458e-06,0.0,0.0,0.0,1.756670964570881e-05,0.0,3.3016206857062834e-06
golgo apparatus,5.693221837780195e-05,0.00020978218202702536,0.00024103327830166308,0.00034006946226031653,0.0004161949047436015,8.639848112350387e-05,8.759611833690984e-06,2.5816726334250986e-05,0.00017312335812523177
dynein axonemal particle,0.0,0.0,0.0,0.0,0.0,2.493050146978612e-05,0.0,0.0,3.116312683723265e-06
vacuole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
myelin membrane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
midbody,7.800604885870508e-06,2.4812970791377532e-05,8.512687623077714e-06,0.0,0.0,1.7180937824595276e-05,0.0,0.0,7.288400140615129e-06
recycling endosome,9.012320839853096e-06,0.0,2.7769081604968542e-05,0.0,1.2299044847624048e-05,7.288269222789324e-06,0.0,8.982383955260077e-06,8.168887558811884e-06
endoplasmic reticulum,4.983696583578068e-05,5.5433594667337145e-05,4.077444288112258e-05,9.650651225077062e-05,3.367980482730679e-05,0.00010330933629931413,7.682615975932292e-05,0.00011032623263131497,7.083663114403372e-05
chromosome,8.792175518180769e-05,1.6487862903753636e-05,2.513781261127299e-05,4.089194165250126e-05,3.9128978705432075e-05,3.495206351040066e-05,0.0,0.0,3.056505182064604e-05
mitochondrion,0.0,0.00023427751191688255,4.678429305002571e-05,3.375592278449665e-05,4.144984231817339e-05,1.9622882765861044e-05,6.402902645630918e-05,0.00040891848558474616,0.00010610474560956184
rough endoplasmic reticulum,8.958256391518923e-06,0.0,0.0,0.0,0.0,1.773281738861266e-05,0.0,0.0,3.3363842225164475e-06
virion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
melanosome,0.0,3.94763048329791e-05,6.073030998459682e-06,2.1674424964240785e-05,1.7667254380756184e-05,1.7540646918450952e-05,0.0,0.0,1.2803957761860837e-05
early endosome,1.7610228842485843e-05,3.443730142950973e-05,1.0044961093489044e-05,2.6931319324380188e-05,2.6775514736617987e-05,2.6023323350279052e-05,9.365104804912957e-06,0.0,1.8898469197709352e-05
zymogen granule,0.0,0.0,2.504902024381311e-05,0.0,0.0,0.0,0.0,0.0,3.1311275304766387e-06
cytoplasmic granule,0.0,4.461819628979882e-06,8.640830443641649e-06,0.0,3.3380540961767456e-05,0.0,8.266185725535876e-06,0.0,6.8436720949906076e-06
cell surface,1.7632713847037938e-05,8.98550430906237e-06,8.985565650821226e-06,4.403905486766273e-06,7.662364412692259e-05,9.022072772781942e-06,3.539612413308791e-05,0.0,2.0131191290810033e-05
cell projection,3.432127200660024e-05,5.06453208275902e-05,7.85526357994127e-05,3.89580715742106e-05,4.1282585534519365e-05,4.4283663798458335e-05,7.214229050269326e-05,7.857210641114593e-05,5.4844743306828826e-05
perikaryon,4.917326610617528e-05,1.7555268481205083e-05,3.085480779490845e-05,0.0,3.183040113791962e-05,1.6094989689059257e-05,0.0,0.0,1.818859165115846e-05
endomembrane system,0.0,0.0,8.982808715252112e-06,1.9312599453463784e-05,8.232225605234791e-06,2.830112389293745e-05,8.917732396558e-06,0.0,9.218311257930766e-06
cytoplasmic vesicle,7.716732045471105e-05,1.0596579316470774e-06,0.00013538176526601084,6.207188888958108e-05,2.4464130048591523e-05,4.0523310104755864e-05,0.0,8.205891696930816e-06,4.3609245549028534e-05
microsome,1.7502866585812781e-06,8.671166943137784e-06,7.589259067702194e-05,2.4676752445645127e-05,1.709040787102188e-05,7.887442690076724e-06,5.076623414956757e-05,9.077147818344384e-06,2.4476503656674588e-05
sarcoplasmic reticulum,0.0,0.0,0.0,0.0,8.816193895200085e-06,0.0,0.0,1.727196508013474e-05,3.261019871916853e-06
rrm,6.002287737099792e-05,1.6608066144951794e-05,2.3400162490470433e-05,4.831955632171617e-05,4.4054861496006384e-05,6.93447628873745e-05,6.708029981718936e-05,8.832724891225046e-06,4.220791392749145e-05
acidic residues,2.5043211032062428e-05,0.00011632995707214557,3.650874294040539e-05,3.6367058252318645e-05,2.2759718109814594e-05,2.73824024630349e-05,2.630014997723429e-05,1.6020618777032728e-05,3.8338982328006066e-05
ph,4.886742644059142e-05,5.616466961485375e-05,8.985239537601749e-06,8.600769678719484e-06,1.734990254862295e-05,2.6011931393788845e-05,0.0,3.376325052766551e-05,2.496789871773046e-05
krab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2041647620141894e-05,4.005205952517737e-06
pdz,1.6301982499724304e-05,8.926822746636074e-06,1.561713652635192e-05,2.8659637949788308e-06,4.048398045721635e-05,1.7349350187735058e-05,8.607767290276921e-06,0.0,1.3769125437864934e-05
btb,0.0,8.680254986140812e-06,4.601663037524168e-05,2.3133776940011283e-05,0.0,7.878918499483752e-05,0.00017112683111194312,0.00025743651822193996,7.31478995787643e-05
nuclear localization signal,4.113543217271108e-05,5.2561582552835466e-05,7.349266574910859e-05,1.992771707424734e-05,2.300188017123314e-05,5.1789677333853523e-05,2.899580512170426e-05,3.0477146927101067e-05,4.0172738387849305e-05
fibronectin type-iii,6.0411164269468086e-05,1.6473073139730007e-05,5.0466747624597126e-05,3.981718406324759e-05,1.5841333999971445e-05,4.0393866493606885e-05,9.022242953939726e-06,2.2045243673848053e-05,3.1808857027301114e-05
disordered,0.00025058123666057806,0.00021716409803729779,0.000780889552565231,0.00010161600244758801,0.00021822688832720107,0.0002619724940831384,0.00013143838289859873,1.822067305697332e-05,0.0002475136660095758
ig-like v-type,1.4101253469948926e-05,4.0619905277836186e-05,7.312655506148698e-05,3.2038528334334494e-05,4.9755776405962586e-05,2.636860863633207e-05,3.41222736140295e-05,9.509350927805891e-06,3.4955281465967083e-05
ef-hand,2.1597084116188993e-05,0.00018218536666884992,0.00013039514018765242,7.335839812429048e-05,3.3867455394372636e-05,2.968754381621426e-05,6.239307449853947e-05,7.882106036922779e-05,7.6538140396917e-05
sh3,1.749453770786451e-05,2.586619357175358e-05,2.452027442363674e-05,4.6271353114990256e-05,3.462752766125316e-05,2.9828746005305927e-05,2.627693580765243e-05,8.97580628602732e-06,2.6732671822310488e-05
ig-like,0.0,0.0,1.693273603166283e-05,1.7374567298975645e-05,0.0,6.402358219705163e-05,0.0,3.4714905433292497e-05,1.6630723870122824e-05
pro residues,3.042021268542802e-05,5.6166363327913535e-05,4.070426791753635e-05,4.2332350964197314e-05,1.2803196843374035e-05,3.2735997996397244e-05,3.1090862222145084e-05,0.0,3.078165649462395e-05
protein kinase,0.008469814072316662,0.005935175121537311,0.004114241178727987,0.007254651854365341,0.007154344085198443,0.005473982196009155,0.0007322424275028561,0.0004896069749289708,0.00495300723882334
ig-like c2-type,4.743817904381153e-05,0.0,2.88171304590569e-05,6.879080361027572e-05,2.7643167886628508e-05,0.00011129988007751402,0.00012362160789617115,0.0,5.0951346121682226e-05
basic and acidic residues,7.722167235033505e-05,0.0001493791873612652,0.00022966644478476992,0.0003292247266200666,7.807915517626123e-05,0.0001465897843686953,0.00014696848259807785,8.20665182855981e-05,0.00015489949644313363
basic residues,3.15669805220899e-05,2.483416676024927e-05,0.0,0.0,1.7414099567175352e-05,3.766276063922296e-05,1.552554947931306e-05,1.12489486305199e-05,1.7281563199821306e-05
egf-like,4.630394805318942e-05,3.292277821049734e-05,8.784967366754991e-06,3.219886367268969e-05,4.4895358197446344e-05,2.5465596547006133e-05,3.6095945165978136e-05,8.966469036124383e-06,2.9454240781210802e-05
polar residues,8.604305141159917e-05,7.738349530671615e-05,0.00025574645236747,0.0002815848062096329,0.00013479637294339894,3.5212756916629026e-05,2.7574520524782433e-05,1.4833586632510264e-05,0.00011414688028909237
Mean,0.003265334470741606,0.004846945978162639,0.0031250417271715602,0.002790940765747662,0.0029967745473891733,0.002272442293747963,0.0013475848990524835,0.0020151156736560355,0.00283252254445864
Mode,0.0008093814225094752,0.0007569951289078337,0.0006701686150637153,0.0005896225935757738,0.0005227158290818999,0.0003402238240938769,0.00040769521130795536,0.00025057082415722785,0.0005434216810872198
Min,0.0013849219403869878,0.0011582327304404717,0.0006510334284282429,0.0006483698792405115,0.0006436116296449,0.0005419266252832503,0.000666161277551559,0.00043739400922339236,0.0007664564400249145
Max,0.0008785243703858117,0.0005664395807812235,0.0007248688050112675,0.000763245236088873,0.0005061284222348066,0.00038899836657746336,0.0005358491097313218,0.00027961701471614867,0.0005804588631908645
Variance,0.000922814129348781,0.0007182705832442283,0.0007093098207289175,0.0007766861675124625,0.000621631097748907,0.0006893681423424115,0.000443594331094795,0.00028858895427358945,0.0006462829032867616
